gen,nevals,avg,std,min,max
0,50,[0.87126 0.39734],[0.01305651 0.06261681],[0.846 0.113],[0.895 0.528]
1,4,[0.866  0.4264],[0.01143678 0.0499824 ],[0.852 0.34 ],[0.882 0.486]
2,5,[0.8694 0.4248],[0.00736478 0.03079221],[0.856 0.384],[0.876 0.458]
3,5,[0.8714 0.3988],[0.00682935 0.02271915],[0.859 0.372],[0.879 0.44 ]
4,4,[0.8776 0.3198],[0.00688767 0.10520152],[0.868 0.111],[0.886 0.386]
5,5,[0.8764 0.4028],[0.00618385 0.04984135],[0.865 0.324],[0.882 0.454]
6,4,[0.8776 0.404 ],[0.0065909  0.05666745],[0.865 0.324],[0.884 0.488]
7,4,[0.8786 0.3928],[0.00688767 0.03736522],[0.865 0.324],[0.883 0.428]
8,4,[0.8784 0.4056],[0.00377359 0.04117086],[0.871 0.328],[0.881 0.448]
9,3,[0.8714 0.3876],[0.0102489  0.05203691],[0.853 0.328],[0.882 0.46 ]
10,4,[0.8736 0.4128],[0.00567803 0.02250689],[0.866 0.388],[0.88 0.45]
11,1,[0.8724 0.3992],[0.00475815 0.03854556],[0.866 0.336],[0.879 0.45 ]
12,4,[0.8728 0.3892],[0.00483322 0.0366955 ],[0.867 0.336],[0.881 0.436]
13,4,[0.8772 0.428 ],[0.00523068 0.02436391],[0.869 0.398],[0.882 0.468]
14,4,[0.8762 0.4032],[0.00688186 0.03312039],[0.868 0.344],[0.884 0.444]
15,3,[0.877  0.3788],[0.00473286 0.02503118],[0.868 0.344],[0.882 0.408]
16,4,[0.8788 0.3948],[0.00614492 0.04351735],[0.868 0.344],[0.887 0.448]
17,4,[0.8808 0.3964],[0.00466476 0.06342744],[0.873 0.29 ],[0.886 0.464]
18,5,[0.8806 0.3912],[0.0058515  0.05649212],[0.875 0.284],[0.891 0.442]
19,4,[0.8794 0.2786],[0.00688767 0.1386039 ],[0.867 0.105],[0.886 0.42 ]
20,4,[0.8788 0.3292],[0.01322724 0.10944661],[0.855 0.116],[0.891 0.416]
21,5,[0.8864 0.3536],[0.0026533  0.05082362],[0.883 0.266],[0.891 0.418]
22,4,[0.88   0.3524],[0.0091433  0.04533255],[0.863 0.272],[0.888 0.396]
23,4,[0.8802 0.316 ],[0.0064622  0.11200714],[0.87  0.098],[0.89  0.396]
24,3,[0.8828 0.3124],[0.0031241  0.10840221],[0.878 0.098],[0.887 0.396]
25,4,[0.8822 0.3088],[0.00483322 0.12961852],[0.874 0.098],[0.888 0.496]
