gen,nevals,avg,std,min,max
0,50,[0.87462 0.4182 ],[0.00914744 0.04917764],[0.852 0.28 ],[0.896 0.502]
1,3,[0.877  0.4092],[0.00761577 0.06832393],[0.864 0.308],[0.885 0.496]
2,4,[0.8768 0.4392],[0.00691086 0.02061456],[0.864 0.418],[0.884 0.472]
3,3,[0.8808 0.408 ],[0.00391918 0.04160769],[0.876 0.338],[0.884 0.462]
4,4,[0.8792 0.3876],[0.00231517 0.03881031],[0.876 0.354],[0.882 0.462]
5,4,[0.8716 0.4124],[0.00877724 0.04024724],[0.858 0.364],[0.882 0.468]
6,5,[0.8716 0.3884],[0.00909065 0.05229761],[0.858 0.338],[0.881 0.482]
7,5,[0.882  0.4072],[0.00178885 0.02018316],[0.879 0.372],[0.884 0.428]
8,5,[0.8772 0.4384],[0.00354401 0.04615452],[0.871 0.36 ],[0.881 0.486]
9,3,[0.8786 0.4216],[0.00458694 0.03357142],[0.871 0.394],[0.884 0.486]
10,4,[0.8794 0.3612],[0.00861626 0.16489803],[0.864 0.06 ],[0.887 0.53 ]
11,5,[0.878  0.3956],[0.00995992 0.05007834],[0.865 0.334],[0.888 0.47 ]
12,5,[0.8816 0.38  ],[0.00372022 0.02912044],[0.875 0.33 ],[0.886 0.406]
13,3,[0.8794 0.3896],[0.00935094 0.07032951],[0.861 0.312],[0.886 0.496]
14,2,[0.8828 0.3968],[0.0016     0.07663524],[0.881 0.312],[0.885 0.496]
15,4,[0.8834 0.4068],[0.00241661 0.04809324],[0.879 0.356],[0.886 0.496]
16,3,[0.8802 0.4132],[0.00305941 0.04031079],[0.876 0.38 ],[0.883 0.48 ]
17,4,[0.877  0.4308],[0.01060189 0.06471599],[0.857 0.324],[0.887 0.528]
18,5,[0.8802 0.42  ],[0.00538145 0.03985975],[0.873 0.382],[0.888 0.484]
19,5,[0.88   0.4468],[0.0063561 0.0509054],[0.874 0.348],[0.89  0.482]
20,5,[0.8772 0.4832],[0.00256125 0.02264862],[0.874 0.458],[0.881 0.514]
21,4,[0.8758 0.4308],[0.0064622  0.05805652],[0.868 0.342],[0.886 0.514]
22,4,[0.8764 0.448 ],[0.00705975 0.02007984],[0.868 0.424],[0.889 0.468]
23,2,[0.879  0.4628],[0.0086487  0.03704268],[0.868 0.424],[0.889 0.516]
24,5,[0.8784 0.4268],[0.00708802 0.04603651],[0.872 0.364],[0.892 0.474]
25,5,[0.8794 0.4504],[0.01405133 0.04407993],[0.856 0.382],[0.899 0.51 ]
