gen,nevals,avg,std,min,max
0,50,[0.87192 0.38156],[0.01109926 0.06250413],[0.84  0.104],[0.892 0.496]
1,4,[0.8746 0.388 ],[0.00431741 0.02396664],[0.869 0.342],[0.88  0.408]
2,4,[0.873  0.4132],[0.00521536 0.02236426],[0.863 0.388],[0.878 0.45 ]
3,4,[0.87  0.408],[0.00374166 0.03286335],[0.865 0.348],[0.876 0.442]
4,4,[0.8606 0.3764],[0.0088    0.0302364],[0.845 0.326],[0.87  0.414]
5,4,[0.8664 0.3896],[0.00708802 0.04453134],[0.856 0.338],[0.874 0.464]
6,4,[0.8622 0.3792],[0.00805978 0.03948873],[0.853 0.328],[0.874 0.43 ]
7,4,[0.866  0.4024],[0.01104536 0.0220327 ],[0.854 0.362],[0.885 0.428]
8,5,[0.8694 0.39  ],[0.01130664 0.03748066],[0.852 0.348],[0.886 0.448]
9,5,[0.8628 0.3624],[0.00604649 0.03255518],[0.855 0.312],[0.869 0.4  ]
10,5,[0.862 0.366],[0.012506   0.00995992],[0.841 0.356],[0.876 0.38 ]
11,5,[0.859 0.388],[0.0112783  0.04936395],[0.846 0.32 ],[0.876 0.434]
12,4,[0.8588 0.3724],[0.02003397 0.03891324],[0.824 0.318],[0.88  0.434]
13,1,[0.8636 0.3824],[0.02204178 0.03829151],[0.824 0.318],[0.882 0.434]
14,4,[0.8746 0.3664],[0.00997196 0.05238931],[0.857 0.262],[0.886 0.4  ]
15,4,[0.8834 0.3996],[0.0026533  0.05466114],[0.88 0.31],[0.887 0.458]
16,5,[0.8814 0.3544],[0.00793977 0.02508864],[0.867 0.328],[0.891 0.392]
17,4,[0.8778 0.3648],[0.00921737 0.04042969],[0.862 0.306],[0.888 0.42 ]
18,4,[0.8744 0.3972],[0.00826075 0.00744043],[0.86 0.39],[0.885 0.41 ]
19,4,[0.879 0.394],[0.00464758 0.01841738],[0.874 0.366],[0.886 0.424]
20,4,[0.8808 0.3956],[0.00292575 0.03448826],[0.876 0.354],[0.885 0.458]
21,3,[0.885  0.3736],[0.00505964 0.02690427],[0.882 0.322],[0.895 0.396]
22,3,[0.8864 0.3756],[0.00484149 0.03462716],[0.881 0.322],[0.895 0.412]
23,3,[0.8902 0.382 ],[0.00396989 0.04339585],[0.886 0.318],[0.895 0.448]
24,4,[0.8782 0.388 ],[0.01156547 0.05122499],[0.857 0.312],[0.89  0.448]
25,3,[0.8826 0.4028],[0.01284679 0.03071417],[0.857 0.356],[0.89 0.44]
