gen,nevals,avg,std,min,max
0,50,[0.84834 0.0607 ],[0.02000461 0.02202748],[0.779 0.014],[0.862 0.119]
1,4,[0.8344 0.083 ],[0.03235182 0.0234094 ],[0.773 0.05 ],[0.857 0.118]
2,3,[0.8282 0.1128],[0.02986235 0.07479412],[0.777 0.047],[0.857 0.252]
3,3,[0.8372 0.0984],[0.02970118 0.07466351],[0.78  0.027],[0.857 0.24 ]
4,5,[0.8376 0.0678],[0.02836618 0.02719853],[0.784 0.046],[0.857 0.111]
5,5,[0.8304 0.0684],[0.03039474 0.01947922],[0.774 0.044],[0.857 0.095]
6,5,[0.835  0.0692],[0.03193118 0.0241694 ],[0.774 0.045],[0.857 0.11 ]
7,3,[0.8464 0.069 ],[0.0118423  0.02455199],[0.83 0.04],[0.857 0.107]
8,4,[0.8526 0.059 ],[0.00930806 0.02415781],[0.834 0.043],[0.858 0.107]
9,5,[0.8514 0.0694],[0.01066958 0.02328605],[0.832 0.043],[0.861 0.11 ]
10,4,[0.8512 0.0634],[0.00890842 0.02011567],[0.834 0.036],[0.859 0.096]
11,4,[0.8498 0.0518],[0.01059056 0.01942576],[0.83  0.035],[0.862 0.078]
12,3,[0.8504 0.0546],[0.01068831 0.01685942],[0.83  0.035],[0.86  0.075]
13,5,[0.851  0.0604],[0.00954987 0.02631045],[0.833 0.04 ],[0.86  0.111]
14,3,[0.8538 0.0426],[0.00292575 0.00972831],[0.851 0.027],[0.859 0.056]
15,4,[0.8524 0.0412],[0.00149666 0.00670522],[0.851 0.029],[0.855 0.049]
16,4,[0.8346 0.0428],[0.02993727 0.02026228],[0.775 0.021],[0.852 0.08 ]
17,4,[0.803  0.0528],[0.03063984 0.04145069],[0.773 0.   ],[0.851 0.107]
18,4,[0.8086 0.061 ],[0.03612534 0.03009983],[0.773 0.032],[0.853 0.101]
19,4,[0.8094 0.0482],[0.03566847 0.01956936],[0.777 0.024],[0.853 0.08 ]
20,4,[0.823  0.0588],[0.03606661 0.02512688],[0.774 0.033],[0.853 0.097]
21,4,[0.8072 0.0548],[0.03709124 0.02141401],[0.774 0.041],[0.853 0.097]
22,5,[0.8256 0.0466],[0.03484595 0.02243747],[0.781 0.023],[0.857 0.089]
23,4,[0.8532 0.0428],[0.00248193 0.01615426],[0.851 0.027],[0.858 0.073]
24,4,[0.8534 0.0448],[0.00233238 0.01472956],[0.852 0.03 ],[0.858 0.073]
25,3,[0.8518 0.0392],[0.0004     0.00470744],[0.851 0.03 ],[0.852 0.043]
