gen,nevals,avg,std,min,max
0,50,[0.84102 0.09014],[0.02283899 0.05980569],[0.77 0.  ],[0.863 0.308]
1,5,[0.8204 0.0574],[0.03715158 0.01815048],[0.771 0.028],[0.86  0.079]
2,5,[0.8318 0.0582],[0.03404938 0.03877319],[0.768 0.   ],[0.86  0.112]
3,3,[0.8146 0.0634],[0.03749987 0.04150952],[0.768 0.   ],[0.858 0.112]
4,4,[0.7992 0.0406],[0.03251707 0.02427839],[0.768 0.   ],[0.849 0.07 ]
5,4,[0.8072 0.0416],[0.0261488  0.02800429],[0.77 0.  ],[0.841 0.082]
6,3,[0.803  0.0658],[0.02912731 0.03044602],[0.77  0.035],[0.841 0.119]
7,4,[0.816  0.0734],[0.03254535 0.0257107 ],[0.769 0.039],[0.847 0.108]
8,4,[0.8132 0.07  ],[0.03028135 0.02543226],[0.769 0.031],[0.845 0.098]
9,4,[0.8454 0.106 ],[0.01001199 0.07250931],[0.833 0.056],[0.859 0.248]
10,5,[0.8436 0.0522],[0.0092     0.02621755],[0.826 0.   ],[0.851 0.068]
11,4,[0.8456 0.0628],[0.01125344 0.0358575 ],[0.826 0.   ],[0.86  0.112]
12,4,[0.8442 0.0632],[0.0107963  0.03590209],[0.826 0.   ],[0.86  0.112]
13,4,[0.8508 0.076 ],[0.00711056 0.016     ],[0.845 0.068],[0.86  0.108]
14,4,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
15,5,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
16,5,[0.8484 0.0754],[0.0068 0.0148],[0.845 0.068],[0.862 0.105]
17,4,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
18,3,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
19,4,[0.8388 0.06  ],[0.0124 0.016 ],[0.814 0.028],[0.845 0.068]
20,3,[0.8452 0.0676],[0.0004 0.0008],[0.845 0.066],[0.846 0.068]
21,4,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
22,3,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
23,4,[0.845 0.068],[0. 0.],[0.845 0.068],[0.845 0.068]
24,3,[0.8468 0.0664],[0.0036 0.0032],[0.845 0.06 ],[0.854 0.068]
25,4,[0.8506 0.0644],[0.00417612 0.00402989],[0.845 0.059],[0.854 0.068]
