gen,nevals,avg,std,min,max
0,50,[0.84096 0.06654],[0.02482576 0.02226316],[0.776 0.   ],[0.86  0.106]
1,4,[0.8554 0.0648],[0.00361109 0.0153675 ],[0.849 0.042],[0.859 0.089]
2,4,[0.8576 0.0702],[0.0010198  0.01087014],[0.856 0.056],[0.859 0.089]
3,2,[0.858 0.071],[0.00063246 0.00931665],[0.857 0.061],[0.859 0.088]
4,3,[0.8514 0.0522],[0.01323027 0.02647565],[0.825 0.   ],[0.859 0.073]
5,5,[0.8518 0.0546],[0.01340746 0.02920685],[0.825 0.   ],[0.859 0.088]
6,3,[0.8582 0.07  ],[0.0004     0.00787401],[0.858 0.061],[0.859 0.084]
7,4,[0.8576 0.0682],[0.0010198 0.0076   ],[0.856 0.06 ],[0.859 0.081]
8,4,[0.8438 0.0696],[0.02546684 0.02294864],[0.793 0.052],[0.858 0.115]
9,4,[0.857  0.0652],[0.00209762 0.0069685 ],[0.854 0.055],[0.859 0.074]
10,5,[0.8584 0.0676],[0.00135647 0.00440908],[0.856 0.061],[0.86  0.074]
11,3,[0.8592 0.069 ],[0.00074833 0.00384708],[0.858 0.064],[0.86  0.073]
12,4,[0.8584 0.0682],[0.0004899  0.00556417],[0.858 0.061],[0.859 0.074]
13,4,[0.8498 0.0452],[0.01016661 0.02538819],[0.835 0.014],[0.858 0.073]
14,4,[0.8458 0.037 ],[0.01099818 0.02260973],[0.835 0.014],[0.859 0.065]
15,4,[0.8454 0.0368],[0.01128893 0.02620992],[0.834 0.012],[0.859 0.073]
16,3,[0.8502 0.0598],[0.01049571 0.03574017],[0.835 0.014],[0.859 0.101]
17,4,[0.8538 0.0582],[0.00943186 0.0191562 ],[0.835 0.021],[0.859 0.073]
18,4,[0.8558 0.0632],[0.00354401 0.00886341],[0.851 0.051],[0.859 0.073]
19,3,[0.8572 0.064 ],[0.00318748 0.00742967],[0.851 0.051],[0.86  0.073]
20,5,[0.857  0.0664],[0.00209762 0.00601997],[0.853 0.059],[0.859 0.074]
21,5,[0.8582 0.0674],[0.0004     0.00492341],[0.858 0.061],[0.859 0.073]
22,4,[0.8578 0.0672],[0.00074833 0.0049558 ],[0.857 0.061],[0.859 0.073]
23,4,[0.8578 0.0616],[0.0009798  0.00458694],[0.857 0.057],[0.859 0.07 ]
24,4,[0.8578 0.0598],[0.0004     0.00203961],[0.857 0.057],[0.858 0.063]
25,3,[0.8576 0.058 ],[0.0004899  0.00219089],[0.857 0.055],[0.858 0.061]
