gen,nevals,avg,std,min,max
0,50,[0.84872 0.06934],[0.02123397 0.03668275],[0.783 0.   ],[0.863 0.246]
1,4,[0.8488 0.0738],[0.02691022 0.01749743],[0.795 0.054],[0.863 0.106]
2,4,[0.8298 0.0654],[0.03903024 0.02189612],[0.782 0.031],[0.862 0.096]
3,5,[0.8514 0.075 ],[0.01971395 0.00981835],[0.812 0.067],[0.862 0.093]
4,5,[0.8606 0.0726],[0.00287054 0.00781281],[0.855 0.064],[0.863 0.085]
5,4,[0.8614 0.0696],[0.0004899  0.00392938],[0.861 0.066],[0.862 0.077]
6,5,[0.8614 0.0688],[0.0008    0.0040694],[0.86  0.064],[0.862 0.076]
7,5,[0.8534 0.0752],[0.01422111 0.01223765],[0.825 0.066],[0.861 0.098]
8,3,[0.8532 0.0766],[0.01414779 0.0112712 ],[0.825 0.068],[0.862 0.098]
9,4,[0.8524 0.0756],[0.01623083 0.00711618],[0.82  0.068],[0.862 0.087]
10,4,[0.8426 0.0766],[0.02188698 0.00826075],[0.812 0.068],[0.862 0.087]
11,4,[0.851  0.0708],[0.0205329  0.00503587],[0.81  0.063],[0.862 0.078]
12,5,[0.8414 0.075 ],[0.02523173 0.01546609],[0.81 0.06],[0.862 0.104]
13,5,[0.83   0.0634],[0.02626024 0.02589672],[0.804 0.014],[0.862 0.09 ]
14,4,[0.8314 0.056 ],[0.02508864 0.01781011],[0.808 0.024],[0.862 0.074]
15,4,[0.8368 0.048 ],[0.02144201 0.02659323],[0.814 0.   ],[0.862 0.078]
16,5,[0.8348 0.0268],[0.01778089 0.02878472],[0.808 0.   ],[0.863 0.073]
17,5,[0.8352 0.0062],[0.00515364 0.00775629],[0.831 0.   ],[0.842 0.018]
18,3,[0.8352 0.0066],[0.00515364 0.0081388 ],[0.831 0.   ],[0.842 0.018]
19,5,[0.8376 0.0186],[0.0132 0.0372],[0.831 0.   ],[0.864 0.093]
20,4,[0.8498 0.0548],[0.01545833 0.04494174],[0.831 0.   ],[0.864 0.097]
21,4,[0.844  0.0606],[0.01444991 0.04985419],[0.831 0.   ],[0.864 0.112]
22,3,[0.844  0.0526],[0.01444991 0.04380685],[0.831 0.   ],[0.864 0.097]
23,4,[0.845  0.0528],[0.01395708 0.04514156],[0.831 0.   ],[0.864 0.104]
24,4,[0.8374 0.0358],[0.01135958 0.04507061],[0.831 0.   ],[0.86  0.106]
25,4,[0.847 0.037],[0.0132212  0.03245921],[0.831 0.   ],[0.86  0.073]
