gen,nevals,avg,std,min,max
0,50,[0.84368 0.06172],[0.01767081 0.02577056],[0.785 0.   ],[0.859 0.113]
1,4,[0.8542 0.0678],[0.00318748 0.01824719],[0.849 0.046],[0.857 0.092]
2,3,[0.8552 0.0672],[0.00263818 0.01457944],[0.852 0.052],[0.858 0.092]
3,3,[0.8538 0.0622],[0.0031241  0.01373172],[0.85  0.051],[0.858 0.089]
4,4,[0.853  0.0628],[0.00447214 0.02163701],[0.845 0.027],[0.858 0.089]
5,4,[0.856  0.0724],[0.00209762 0.00755248],[0.852 0.059],[0.858 0.081]
6,4,[0.8546 0.0698],[0.00174356 0.01178813],[0.852 0.053],[0.856 0.084]
7,1,[0.8546 0.07  ],[0.00215407 0.00907744],[0.852 0.059],[0.857 0.079]
8,4,[0.8552 0.0736],[0.00263818 0.01588207],[0.852 0.052],[0.858 0.094]
9,3,[0.8394 0.067 ],[0.03028927 0.01828661],[0.779 0.048],[0.858 0.092]
10,5,[0.8442 0.0696],[0.02375205 0.02881389],[0.797 0.023],[0.859 0.103]
11,4,[0.844  0.0704],[0.02209977 0.01967333],[0.8   0.047],[0.857 0.101]
12,4,[0.856  0.0798],[0.00282843 0.01591729],[0.851 0.051],[0.859 0.095]
13,4,[0.8546 0.0712],[0.00300666 0.0204196 ],[0.851 0.046],[0.858 0.101]
14,5,[0.8538 0.0698],[0.00370945 0.0208173 ],[0.848 0.036],[0.859 0.089]
15,4,[0.8488 0.0552],[0.01168589 0.0305313 ],[0.826 0.   ],[0.857 0.086]
16,4,[0.8546 0.0686],[0.00241661 0.01190966],[0.85 0.05],[0.857 0.087]
17,3,[0.8562 0.077 ],[0.00193907 0.00938083],[0.854 0.065],[0.859 0.089]
18,3,[0.8558 0.0732],[0.00213542 0.01378985],[0.852 0.054],[0.858 0.094]
19,3,[0.8452 0.0674],[0.01770198 0.02250866],[0.81  0.048],[0.857 0.111]
20,4,[0.8448 0.0658],[0.01703408 0.01574039],[0.811 0.048],[0.856 0.09 ]
21,4,[0.8284 0.0844],[0.02180459 0.01659639],[0.81  0.055],[0.858 0.106]
22,2,[0.8474 0.0766],[0.01834775 0.01382172],[0.811 0.049],[0.858 0.085]
23,3,[0.8472 0.087 ],[0.01817031 0.01164474],[0.811 0.078],[0.858 0.11 ]
24,4,[0.851  0.0852],[0.01005982 0.00597997],[0.831 0.08 ],[0.857 0.093]
25,4,[0.8564 0.0874],[0.0012     0.00840476],[0.855 0.074],[0.858 0.095]
